instant,dateday,season,year,month,hours,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,humidity_category
215,2011-01-10,Spring,2011,Jan,5,0,Monday,Clear,0.1,0.1061,54.0,0.2537,0,3,3,Ideal
216,2011-01-10,Spring,2011,Jan,6,0,Monday,Clear,0.12,0.1212,50.0,0.2836,0,31,31,Ideal
217,2011-01-10,Spring,2011,Jan,7,0,Monday,Clear,0.12,0.1212,50.0,0.2239,2,75,77,Ideal
218,2011-01-10,Spring,2011,Jan,8,0,Monday,Misty,0.12,0.1212,50.0,0.2836,4,184,188,Ideal
219,2011-01-10,Spring,2011,Jan,9,0,Monday,Misty,0.14,0.1212,50.0,0.2537,2,92,94,Ideal
220,2011-01-10,Spring,2011,Jan,10,0,Monday,Misty,0.14,0.1212,50.0,0.2985,0,31,31,Ideal
221,2011-01-10,Spring,2011,Jan,11,0,Monday,Misty,0.16,0.1364,47.0,0.2836,2,28,30,Ideal
222,2011-01-10,Spring,2011,Jan,12,0,Monday,Misty,0.2,0.1818,40.0,0.2836,5,47,52,Terlalu kering
223,2011-01-10,Spring,2011,Jan,13,0,Monday,Misty,0.2,0.1818,40.0,0.2836,4,50,54,Terlalu kering
224,2011-01-10,Spring,2011,Jan,14,0,Monday,Misty,0.2,0.197,40.0,0.2239,0,47,47,Terlalu kering
225,2011-01-10,Spring,2011,Jan,15,0,Monday,Misty,0.2,0.197,40.0,0.2239,2,43,45,Terlalu kering
226,2011-01-10,Spring,2011,Jan,16,0,Monday,Clear,0.2,0.2121,40.0,0.1343,4,70,74,Terlalu kering
227,2011-01-10,Spring,2011,Jan,17,0,Monday,Clear,0.2,0.2273,40.0,0.1045,4,174,178,Terlalu kering
228,2011-01-10,Spring,2011,Jan,18,0,Monday,Clear,0.2,0.197,40.0,0.2239,1,154,155,Terlalu kering
229,2011-01-10,Spring,2011,Jan,19,0,Monday,Clear,0.16,0.1667,47.0,0.1642,3,92,95,Ideal
230,2011-01-10,Spring,2011,Jan,20,0,Monday,Clear,0.16,0.1667,50.0,0.1642,1,73,74,Ideal
231,2011-01-10,Spring,2011,Jan,21,0,Monday,Clear,0.14,0.1364,59.0,0.194,1,37,38,Ideal
232,2011-01-10,Spring,2011,Jan,22,0,Monday,Clear,0.14,0.1515,59.0,0.1642,2,22,24,Ideal
233,2011-01-10,Spring,2011,Jan,23,0,Monday,Clear,0.14,0.1515,59.0,0.1642,0,18,18,Ideal
234,2011-01-11,Spring,2011,Jan,0,0,Tuesday,Clear,0.14,0.1667,59.0,0.1045,2,10,12,Ideal
235,2011-01-11,Spring,2011,Jan,1,0,Tuesday,Clear,0.14,0.1515,59.0,0.1642,0,3,3,Ideal
236,2011-01-11,Spring,2011,Jan,2,0,Tuesday,Misty,0.16,0.1515,55.00000000000001,0.194,0,3,3,Ideal
237,2011-01-11,Spring,2011,Jan,5,0,Tuesday,Misty,0.16,0.1818,55.00000000000001,0.1343,0,6,6,Ideal
238,2011-01-11,Spring,2011,Jan,6,0,Tuesday,Misty,0.16,0.1818,55.00000000000001,0.1343,0,27,27,Ideal
239,2011-01-11,Spring,2011,Jan,7,0,Tuesday,Misty,0.16,0.2273,55.00000000000001,0.0,2,97,99,Ideal
240,2011-01-11,Spring,2011,Jan,8,0,Tuesday,Misty,0.18,0.2121,51.0,0.0896,3,214,217,Ideal
241,2011-01-11,Spring,2011,Jan,9,0,Tuesday,Misty,0.18,0.197,51.0,0.1642,3,127,130,Ideal
242,2011-01-11,Spring,2011,Jan,10,0,Tuesday,Misty,0.2,0.2121,51.0,0.1642,3,51,54,Ideal
243,2011-01-11,Spring,2011,Jan,11,0,Tuesday,Misty,0.2,0.2121,47.0,0.1343,4,31,35,Ideal
244,2011-01-11,Spring,2011,Jan,12,0,Tuesday,Misty,0.2,0.2273,51.0,0.1045,2,55,57,Ideal
245,2011-01-11,Spring,2011,Jan,13,0,Tuesday,Misty,0.2,0.2273,59.0,0.0896,6,46,52,Ideal
246,2011-01-11,Spring,2011,Jan,14,0,Tuesday,Misty,0.2,0.2273,59.0,0.0896,3,60,63,Ideal
247,2011-01-11,Spring,2011,Jan,15,0,Tuesday,Misty,0.16,0.197,80.0,0.0896,2,45,47,Terlalu Lembab
248,2011-01-11,Spring,2011,Jan,16,0,Tuesday,Misty,0.16,0.1515,86.0,0.2239,4,72,76,Terlalu Lembab
249,2011-01-11,Spring,2011,Jan,17,0,Tuesday,Misty,0.16,0.1515,86.0,0.2239,6,130,136,Terlalu Lembab
250,2011-01-11,Spring,2011,Jan,18,0,Tuesday,Light_rainsnow,0.16,0.1818,93.0,0.1045,1,94,95,Terlalu Lembab
251,2011-01-11,Spring,2011,Jan,19,0,Tuesday,Light_rainsnow,0.16,0.2273,93.0,0.0,0,51,51,Terlalu Lembab
252,2011-01-11,Spring,2011,Jan,20,0,Tuesday,Light_rainsnow,0.16,0.1515,93.0,0.194,0,32,32,Terlalu Lembab
253,2011-01-11,Spring,2011,Jan,21,0,Tuesday,Light_rainsnow,0.16,0.197,86.0,0.0896,0,20,20,Terlalu Lembab
254,2011-01-11,Spring,2011,Jan,22,0,Tuesday,Light_rainsnow,0.16,0.1818,93.0,0.1045,1,28,29,Terlalu Lembab
255,2011-01-11,Spring,2011,Jan,23,0,Tuesday,Light_rainsnow,0.16,0.197,93.0,0.0896,1,18,19,Terlalu Lembab
256,2011-01-12,Spring,2011,Jan,0,0,Wednesday,Misty,0.16,0.197,86.0,0.0896,0,7,7,Terlalu Lembab
257,2011-01-12,Spring,2011,Jan,1,0,Wednesday,Misty,0.16,0.1818,86.0,0.1045,0,6,6,Terlalu Lembab
258,2011-01-12,Spring,2011,Jan,2,0,Wednesday,Clear,0.14,0.1515,86.0,0.1343,0,1,1,Terlalu Lembab
259,2011-01-12,Spring,2011,Jan,5,0,Wednesday,Clear,0.14,0.1515,86.0,0.1642,0,5,5,Terlalu Lembab
260,2011-01-12,Spring,2011,Jan,6,0,Wednesday,Clear,0.12,0.1515,93.0,0.1343,0,16,16,Terlalu Lembab
261,2011-01-12,Spring,2011,Jan,7,0,Wednesday,Clear,0.14,0.1515,69.0,0.1343,0,54,54,Terlalu Lembab
262,2011-01-12,Spring,2011,Jan,8,0,Wednesday,Clear,0.16,0.1667,59.0,0.1642,3,125,128,Ideal
263,2011-01-12,Spring,2011,Jan,9,0,Wednesday,Clear,0.16,0.1364,59.0,0.3284,3,78,81,Ideal
264,2011-01-12,Spring,2011,Jan,10,0,Wednesday,Clear,0.18,0.1818,55.00000000000001,0.2239,0,39,39,Ideal
265,2011-01-12,Spring,2011,Jan,11,0,Wednesday,Clear,0.2,0.1818,51.0,0.3881,3,32,35,Ideal
266,2011-01-12,Spring,2011,Jan,12,0,Wednesday,Clear,0.2,0.1515,47.0,0.5821,3,52,55,Ideal
267,2011-01-12,Spring,2011,Jan,13,0,Wednesday,Clear,0.22,0.197,44.0,0.3582,0,49,49,Terlalu kering
268,2011-01-12,Spring,2011,Jan,14,0,Wednesday,Clear,0.2,0.1818,47.0,0.3284,0,44,44,Ideal
269,2011-01-12,Spring,2011,Jan,15,0,Wednesday,Clear,0.2,0.1667,47.0,0.4179,1,48,49,Ideal
270,2011-01-12,Spring,2011,Jan,16,0,Wednesday,Clear,0.22,0.197,44.0,0.3284,5,63,68,Terlalu kering
271,2011-01-12,Spring,2011,Jan,17,0,Wednesday,Clear,0.2,0.1818,47.0,0.3582,0,139,139,Ideal
272,2011-01-12,Spring,2011,Jan,18,0,Wednesday,Clear,0.2,0.1515,47.0,0.5224,2,135,137,Ideal
273,2011-01-12,Spring,2011,Jan,19,0,Wednesday,Clear,0.18,0.1515,47.0,0.4179,1,82,83,Ideal
274,2011-01-12,Spring,2011,Jan,20,0,Wednesday,Clear,0.16,0.1364,50.0,0.3284,2,54,56,Ideal
275,2011-01-12,Spring,2011,Jan,21,0,Wednesday,Clear,0.16,0.1364,55.00000000000001,0.3284,0,57,57,Ideal
276,2011-01-12,Spring,2011,Jan,22,0,Wednesday,Clear,0.16,0.1212,55.00000000000001,0.4478,1,32,33,Ideal
277,2011-01-12,Spring,2011,Jan,23,0,Wednesday,Clear,0.14,0.1061,59.0,0.4179,1,19,20,Ideal
278,2011-01-13,Spring,2011,Jan,0,0,Thursday,Clear,0.14,0.1212,59.0,0.2836,1,6,7,Ideal
279,2011-01-13,Spring,2011,Jan,1,0,Thursday,Clear,0.14,0.1212,50.0,0.2836,0,2,2,Ideal
280,2011-01-13,Spring,2011,Jan,2,0,Thursday,Clear,0.14,0.1212,50.0,0.3582,0,2,2,Ideal
281,2011-01-13,Spring,2011,Jan,3,0,Thursday,Clear,0.14,0.1212,50.0,0.3284,0,3,3,Ideal
282,2011-01-13,Spring,2011,Jan,4,0,Thursday,Clear,0.14,0.1212,50.0,0.2537,0,4,4,Ideal
283,2011-01-13,Spring,2011,Jan,5,0,Thursday,Clear,0.14,0.1212,50.0,0.2985,0,3,3,Ideal
284,2011-01-13,Spring,2011,Jan,6,0,Thursday,Clear,0.12,0.1515,54.0,0.1343,0,28,28,Ideal
285,2011-01-13,Spring,2011,Jan,7,0,Thursday,Clear,0.12,0.1515,54.0,0.1343,0,72,72,Ideal
286,2011-01-13,Spring,2011,Jan,8,0,Thursday,Clear,0.14,0.1364,50.0,0.194,5,197,202,Ideal
287,2011-01-13,Spring,2011,Jan,9,0,Thursday,Clear,0.14,0.1212,50.0,0.3284,2,137,139,Ideal
288,2011-01-13,Spring,2011,Jan,10,0,Thursday,Misty,0.16,0.1364,50.0,0.3582,2,36,38,Ideal
289,2011-01-13,Spring,2011,Jan,11,0,Thursday,Misty,0.2,0.1667,44.0,0.4478,4,33,37,Terlalu kering
290,2011-01-13,Spring,2011,Jan,12,0,Thursday,Clear,0.2,0.1667,44.0,0.4179,3,49,52,Terlalu kering
291,2011-01-13,Spring,2011,Jan,13,0,Thursday,Clear,0.22,0.197,41.0,0.4478,2,81,83,Terlalu kering
292,2011-01-13,Spring,2011,Jan,14,0,Thursday,Clear,0.22,0.197,41.0,0.3881,3,39,42,Terlalu kering
293,2011-01-13,Spring,2011,Jan,15,0,Thursday,Clear,0.24,0.2121,38.0,0.2985,5,55,60,Terlalu kering
294,2011-01-13,Spring,2011,Jan,16,0,Thursday,Clear,0.24,0.2121,38.0,0.3582,2,76,78,Terlalu kering
295,2011-01-13,Spring,2011,Jan,17,0,Thursday,Clear,0.2,0.1818,40.0,0.2836,4,158,162,Terlalu kering
296,2011-01-13,Spring,2011,Jan,18,0,Thursday,Clear,0.2,0.1818,40.0,0.3284,3,141,144,Terlalu kering
297,2011-01-13,Spring,2011,Jan,19,0,Thursday,Clear,0.16,0.1515,47.0,0.2537,1,98,99,Ideal
298,2011-01-13,Spring,2011,Jan,20,0,Thursday,Clear,0.16,0.1515,47.0,0.2239,0,64,64,Ideal
299,2011-01-13,Spring,2011,Jan,21,0,Thursday,Clear,0.14,0.1212,46.0,0.2985,0,40,40,Ideal
300,2011-01-13,Spring,2011,Jan,22,0,Thursday,Clear,0.14,0.1212,46.0,0.3284,0,30,30,Ideal
301,2011-01-13,Spring,2011,Jan,23,0,Thursday,Clear,0.12,0.1364,50.0,0.194,1,14,15,Ideal
302,2011-01-14,Spring,2011,Jan,0,0,Friday,Clear,0.12,0.1364,50.0,0.194,0,14,14,Ideal
303,2011-01-14,Spring,2011,Jan,1,0,Friday,Clear,0.1,0.1212,54.0,0.1642,0,5,5,Ideal
304,2011-01-14,Spring,2011,Jan,2,0,Friday,Clear,0.1,0.1212,54.0,0.1343,0,1,1,Ideal
305,2011-01-14,Spring,2011,Jan,3,0,Friday,Clear,0.1,0.1364,54.0,0.1045,0,1,1,Ideal
306,2011-01-14,Spring,2011,Jan,5,0,Friday,Clear,0.1,0.1364,54.0,0.0896,0,8,8,Ideal
307,2011-01-14,Spring,2011,Jan,6,0,Friday,Clear,0.1,0.1818,54.0,0.0,0,17,17,Ideal
308,2011-01-14,Spring,2011,Jan,7,0,Friday,Clear,0.1,0.1212,74.0,0.1642,0,70,70,Terlalu Lembab
309,2011-01-14,Spring,2011,Jan,8,0,Friday,Clear,0.12,0.1667,68.0,0.0,2,156,158,Terlalu Lembab
310,2011-01-14,Spring,2011,Jan,9,0,Friday,Clear,0.14,0.1515,69.0,0.1343,0,117,117,Terlalu Lembab
311,2011-01-14,Spring,2011,Jan,10,0,Friday,Clear,0.18,0.1818,55.00000000000001,0.194,4,40,44,Ideal
312,2011-01-14,Spring,2011,Jan,11,0,Friday,Clear,0.18,0.1667,51.0,0.2836,6,47,53,Ideal
313,2011-01-14,Spring,2011,Jan,12,0,Friday,Clear,0.2,0.197,44.0,0.2537,2,59,61,Terlalu kering
314,2011-01-14,Spring,2011,Jan,13,0,Friday,Clear,0.22,0.197,37.0,0.3881,4,73,77,Terlalu kering
315,2011-01-14,Spring,2011,Jan,14,0,Friday,Clear,0.22,0.2121,41.0,0.2836,5,59,64,Terlalu kering
316,2011-01-14,Spring,2011,Jan,15,0,Friday,Clear,0.24,0.2424,38.0,0.1642,9,59,68,Terlalu kering
317,2011-01-14,Spring,2011,Jan,16,0,Friday,Clear,0.22,0.2424,41.0,0.1045,3,87,90,Terlalu kering
318,2011-01-14,Spring,2011,Jan,17,0,Friday,Clear,0.22,0.2273,41.0,0.1642,4,155,159,Terlalu kering
319,2011-01-14,Spring,2011,Jan,18,0,Friday,Clear,0.2,0.2576,47.0,0.0,5,134,139,Ideal
320,2011-01-14,Spring,2011,Jan,19,0,Friday,Clear,0.16,0.197,59.0,0.0896,3,89,92,Ideal
321,2011-01-14,Spring,2011,Jan,20,0,Friday,Clear,0.18,0.2424,59.0,0.0,0,68,68,Ideal
322,2011-01-14,Spring,2011,Jan,21,0,Friday,Clear,0.16,0.2273,69.0,0.0,4,48,52,Terlalu Lembab
323,2011-01-14,Spring,2011,Jan,22,0,Friday,Misty,0.16,0.2273,69.0,0.0,2,34,36,Terlalu Lembab
324,2011-01-14,Spring,2011,Jan,23,0,Friday,Misty,0.18,0.2424,55.00000000000001,0.0,1,26,27,Ideal
325,2011-01-15,Spring,2011,Jan,0,0,Saturday,Clear,0.18,0.2424,55.00000000000001,0.0,3,25,28,Ideal
326,2011-01-15,Spring,2011,Jan,1,0,Saturday,Misty,0.16,0.197,59.0,0.0896,2,18,20,Ideal
327,2011-01-15,Spring,2011,Jan,2,0,Saturday,Misty,0.16,0.197,59.0,0.0896,0,12,12,Ideal
328,2011-01-15,Spring,2011,Jan,3,0,Saturday,Misty,0.16,0.2273,59.0,0.0,1,7,8,Ideal
329,2011-01-15,Spring,2011,Jan,4,0,Saturday,Misty,0.16,0.2273,59.0,0.0,0,5,5,Ideal
330,2011-01-15,Spring,2011,Jan,5,0,Saturday,Clear,0.16,0.2273,59.0,0.0,0,1,1,Ideal
331,2011-01-15,Spring,2011,Jan,6,0,Saturday,Clear,0.14,0.1667,63.0,0.1045,1,2,3,Ideal
332,2011-01-15,Spring,2011,Jan,7,0,Saturday,Clear,0.14,0.2121,63.0,0.0,1,9,10,Ideal
333,2011-01-15,Spring,2011,Jan,8,0,Saturday,Clear,0.14,0.1515,63.0,0.1343,1,22,23,Ideal
334,2011-01-15,Spring,2011,Jan,9,0,Saturday,Clear,0.16,0.1818,64.0,0.1343,2,31,33,Ideal
335,2011-01-15,Spring,2011,Jan,10,0,Saturday,Clear,0.18,0.197,59.0,0.1642,2,57,59,Ideal
336,2011-01-15,Spring,2011,Jan,11,0,Saturday,Clear,0.2,0.197,55.00000000000001,0.2239,18,54,72,Ideal
337,2011-01-15,Spring,2011,Jan,12,0,Saturday,Clear,0.24,0.2273,48.0,0.2239,15,74,89,Ideal
338,2011-01-15,Spring,2011,Jan,13,0,Saturday,Clear,0.28,0.2576,38.0,0.2985,21,80,101,Terlalu kering
339,2011-01-15,Spring,2011,Jan,14,0,Saturday,Clear,0.3,0.2879,39.0,0.2836,26,92,118,Terlalu kering
340,2011-01-15,Spring,2011,Jan,15,0,Saturday,Misty,0.32,0.3182,36.0,0.194,21,108,129,Terlalu kering
341,2011-01-15,Spring,2011,Jan,16,0,Saturday,Misty,0.34,0.3333,34.0,0.194,33,95,128,Terlalu kering
342,2011-01-15,Spring,2011,Jan,17,0,Saturday,Misty,0.32,0.303,36.0,0.2836,29,54,83,Terlalu kering
343,2011-01-15,Spring,2011,Jan,18,0,Saturday,Misty,0.3,0.2879,45.0,0.2537,15,69,84,Ideal
344,2011-01-15,Spring,2011,Jan,19,0,Saturday,Misty,0.32,0.303,39.0,0.2537,14,60,74,Terlalu kering
345,2011-01-15,Spring,2011,Jan,20,0,Saturday,Misty,0.32,0.303,39.0,0.2537,6,35,41,Terlalu kering
346,2011-01-15,Spring,2011,Jan,21,0,Saturday,Misty,0.32,0.303,39.0,0.2239,6,51,57,Terlalu kering
347,2011-01-15,Spring,2011,Jan,22,0,Saturday,Misty,0.3,0.3182,42.0,0.1045,0,26,26,Terlalu kering
348,2011-01-15,Spring,2011,Jan,23,0,Saturday,Clear,0.3,0.2879,45.0,0.2836,5,39,44,Ideal
349,2011-01-16,Spring,2011,Jan,0,0,Sunday,Clear,0.26,0.303,56.00000000000001,0.0,6,33,39,Ideal
350,2011-01-16,Spring,2011,Jan,1,0,Sunday,Clear,0.26,0.2727,56.00000000000001,0.1343,4,19,23,Ideal
351,2011-01-16,Spring,2011,Jan,2,0,Sunday,Clear,0.26,0.2879,56.00000000000001,0.0896,3,13,16,Ideal
352,2011-01-16,Spring,2011,Jan,3,0,Sunday,Clear,0.22,0.2727,69.0,0.0,9,6,15,Terlalu Lembab
353,2011-01-16,Spring,2011,Jan,4,0,Sunday,Clear,0.26,0.2576,56.00000000000001,0.1642,0,1,1,Ideal
354,2011-01-16,Spring,2011,Jan,5,0,Sunday,Misty,0.26,0.2576,56.00000000000001,0.1642,1,1,2,Ideal
355,2011-01-16,Spring,2011,Jan,6,0,Sunday,Misty,0.26,0.2576,56.00000000000001,0.1642,0,1,1,Ideal
356,2011-01-16,Spring,2011,Jan,7,0,Sunday,Misty,0.24,0.2121,56.00000000000001,0.2985,0,3,3,Ideal
357,2011-01-16,Spring,2011,Jan,8,0,Sunday,Clear,0.22,0.2121,55.00000000000001,0.2836,0,18,18,Ideal
358,2011-01-16,Spring,2011,Jan,9,0,Sunday,Clear,0.22,0.2121,51.0,0.2537,3,29,32,Ideal
359,2011-01-16,Spring,2011,Jan,10,0,Sunday,Clear,0.22,0.2121,51.0,0.2836,8,71,79,Ideal
360,2011-01-16,Spring,2011,Jan,11,0,Sunday,Clear,0.24,0.2273,44.0,0.2537,23,70,93,Terlalu kering
361,2011-01-16,Spring,2011,Jan,12,0,Sunday,Clear,0.24,0.2121,41.0,0.2836,29,75,104,Terlalu kering
362,2011-01-16,Spring,2011,Jan,13,0,Sunday,Clear,0.26,0.2273,35.0,0.2985,23,95,118,Terlalu kering
363,2011-01-16,Spring,2011,Jan,14,0,Sunday,Clear,0.28,0.2727,36.0,0.2537,22,69,91,Terlalu kering
364,2011-01-16,Spring,2011,Jan,15,0,Sunday,Clear,0.26,0.2424,38.0,0.2537,35,78,113,Terlalu kering
365,2011-01-16,Spring,2011,Jan,16,0,Sunday,Clear,0.24,0.2273,38.0,0.2239,22,77,99,Terlalu kering
366,2011-01-16,Spring,2011,Jan,17,0,Sunday,Clear,0.22,0.2121,37.0,0.2537,23,82,105,Terlalu kering
367,2011-01-16,Spring,2011,Jan,18,0,Sunday,Clear,0.2,0.2121,40.0,0.1642,11,56,67,Terlalu kering
368,2011-01-16,Spring,2011,Jan,19,0,Sunday,Clear,0.18,0.197,47.0,0.1343,14,47,61,Ideal
369,2011-01-16,Spring,2011,Jan,20,0,Sunday,Clear,0.18,0.197,47.0,0.1642,7,50,57,Ideal
370,2011-01-16,Spring,2011,Jan,21,0,Sunday,Clear,0.18,0.197,51.0,0.1642,6,22,28,Ideal
371,2011-01-16,Spring,2011,Jan,22,0,Sunday,Misty,0.2,0.2121,49.0,0.1343,2,19,21,Ideal
372,2011-01-16,Spring,2011,Jan,23,0,Sunday,Misty,0.2,0.2273,40.0,0.1045,0,18,18,Terlalu kering
373,2011-01-17,Spring,2011,Jan,0,1,Monday,Misty,0.2,0.197,47.0,0.2239,1,16,17,Ideal
374,2011-01-17,Spring,2011,Jan,1,1,Monday,Misty,0.2,0.197,44.0,0.194,1,15,16,Terlalu kering
375,2011-01-17,Spring,2011,Jan,2,1,Monday,Misty,0.18,0.1667,43.0,0.2537,0,8,8,Terlalu kering
376,2011-01-17,Spring,2011,Jan,3,1,Monday,Misty,0.18,0.1818,43.0,0.194,0,2,2,Terlalu kering
377,2011-01-17,Spring,2011,Jan,4,1,Monday,Misty,0.18,0.197,43.0,0.1343,1,2,3,Terlalu kering
378,2011-01-17,Spring,2011,Jan,5,1,Monday,Misty,0.18,0.197,43.0,0.1642,0,1,1,Terlalu kering
379,2011-01-17,Spring,2011,Jan,6,1,Monday,Misty,0.18,0.1818,43.0,0.194,0,5,5,Terlalu kering
380,2011-01-17,Spring,2011,Jan,7,1,Monday,Misty,0.16,0.1818,50.0,0.1343,4,9,13,Ideal
381,2011-01-17,Spring,2011,Jan,8,1,Monday,Misty,0.16,0.1515,47.0,0.2239,3,30,33,Ideal
382,2011-01-17,Spring,2011,Jan,9,1,Monday,Misty,0.16,0.1515,47.0,0.2239,8,39,47,Ideal
383,2011-01-17,Spring,2011,Jan,10,1,Monday,Misty,0.16,0.1515,50.0,0.2537,7,50,57,Ideal
384,2011-01-17,Spring,2011,Jan,11,1,Monday,Misty,0.16,0.1515,55.00000000000001,0.194,9,55,64,Ideal
385,2011-01-17,Spring,2011,Jan,12,1,Monday,Misty,0.18,0.197,47.0,0.1343,10,70,80,Ideal
386,2011-01-17,Spring,2011,Jan,13,1,Monday,Misty,0.18,0.197,47.0,0.1343,13,80,93,Ideal
387,2011-01-17,Spring,2011,Jan,14,1,Monday,Misty,0.18,0.2121,43.0,0.1045,12,74,86,Terlalu kering
388,2011-01-17,Spring,2011,Jan,15,1,Monday,Misty,0.2,0.2121,47.0,0.1642,21,72,93,Ideal
389,2011-01-17,Spring,2011,Jan,16,1,Monday,Misty,0.2,0.2121,47.0,0.1642,6,76,82,Ideal
390,2011-01-17,Spring,2011,Jan,17,1,Monday,Clear,0.2,0.197,51.0,0.194,4,67,71,Ideal
391,2011-01-17,Spring,2011,Jan,18,1,Monday,Misty,0.18,0.1667,55.00000000000001,0.2537,7,85,92,Ideal
392,2011-01-17,Spring,2011,Jan,19,1,Monday,Light_rainsnow,0.18,0.1818,59.0,0.194,2,58,60,Ideal
393,2011-01-17,Spring,2011,Jan,20,1,Monday,Light_rainsnow,0.16,0.1515,80.0,0.194,4,29,33,Terlalu Lembab
394,2011-01-17,Spring,2011,Jan,21,1,Monday,Light_rainsnow,0.16,0.1515,80.0,0.194,3,24,27,Terlalu Lembab
395,2011-01-17,Spring,2011,Jan,22,1,Monday,Light_rainsnow,0.14,0.1212,93.0,0.2537,0,13,13,Terlalu Lembab
396,2011-01-17,Spring,2011,Jan,23,1,Monday,Light_rainsnow,0.16,0.1364,86.0,0.2836,1,3,4,Terlalu Lembab
397,2011-01-18,Spring,2011,Jan,12,0,Tuesday,Misty,0.2,0.1818,86.0,0.3284,0,3,3,Terlalu Lembab
398,2011-01-18,Spring,2011,Jan,13,0,Tuesday,Misty,0.2,0.197,86.0,0.2239,0,22,22,Terlalu Lembab
399,2011-01-18,Spring,2011,Jan,14,0,Tuesday,Misty,0.22,0.2273,80.0,0.1642,2,26,28,Terlalu Lembab
400,2011-01-18,Spring,2011,Jan,15,0,Tuesday,Misty,0.22,0.2273,87.0,0.1642,3,32,35,Terlalu Lembab
401,2011-01-18,Spring,2011,Jan,16,0,Tuesday,Misty,0.22,0.2273,87.0,0.194,0,61,61,Terlalu Lembab
402,2011-01-18,Spring,2011,Jan,17,0,Tuesday,Misty,0.22,0.2273,82.0,0.194,1,124,125,Terlalu Lembab
403,2011-01-18,Spring,2011,Jan,18,0,Tuesday,Misty,0.22,0.2273,80.0,0.1642,1,132,133,Terlalu Lembab
404,2011-01-18,Spring,2011,Jan,19,0,Tuesday,Misty,0.22,0.2273,80.0,0.1343,1,98,99,Terlalu Lembab
405,2011-01-18,Spring,2011,Jan,20,0,Tuesday,Misty,0.22,0.2727,87.0,0.0,0,83,83,Terlalu Lembab
406,2011-01-18,Spring,2011,Jan,21,0,Tuesday,Misty,0.22,0.2424,93.0,0.1045,0,41,41,Terlalu Lembab
407,2011-01-18,Spring,2011,Jan,22,0,Tuesday,Misty,0.22,0.2576,93.0,0.0896,0,33,33,Terlalu Lembab
408,2011-01-18,Spring,2011,Jan,23,0,Tuesday,Misty,0.22,0.2727,93.0,0.0,1,19,20,Terlalu Lembab
409,2011-01-19,Spring,2011,Jan,0,0,Wednesday,Misty,0.22,0.2727,93.0,0.0,0,3,3,Terlalu Lembab
410,2011-01-19,Spring,2011,Jan,1,0,Wednesday,Light_rainsnow,0.22,0.2273,93.0,0.1343,1,6,7,Terlalu Lembab
411,2011-01-19,Spring,2011,Jan,2,0,Wednesday,Light_rainsnow,0.22,0.2273,93.0,0.1343,0,3,3,Terlalu Lembab
412,2011-01-19,Spring,2011,Jan,4,0,Wednesday,Light_rainsnow,0.22,0.2273,93.0,0.1343,1,1,2,Terlalu Lembab
413,2011-01-19,Spring,2011,Jan,5,0,Wednesday,Misty,0.22,0.2576,93.0,0.0896,0,7,7,Terlalu Lembab
414,2011-01-19,Spring,2011,Jan,6,0,Wednesday,Misty,0.22,0.2576,93.0,0.0896,0,32,32,Terlalu Lembab
415,2011-01-19,Spring,2011,Jan,7,0,Wednesday,Misty,0.24,0.2576,92.0,0.1045,1,89,90,Terlalu Lembab
416,2011-01-19,Spring,2011,Jan,8,0,Wednesday,Misty,0.24,0.2576,93.0,0.1045,1,196,197,Terlalu Lembab
417,2011-01-19,Spring,2011,Jan,9,0,Wednesday,Misty,0.24,0.2576,93.0,0.1045,2,107,109,Terlalu Lembab
418,2011-01-19,Spring,2011,Jan,10,0,Wednesday,Misty,0.26,0.2727,93.0,0.1343,1,46,47,Terlalu Lembab
419,2011-01-19,Spring,2011,Jan,11,0,Wednesday,Misty,0.28,0.303,87.0,0.0896,5,47,52,Terlalu Lembab
420,2011-01-19,Spring,2011,Jan,12,0,Wednesday,Misty,0.3,0.3182,81.0,0.0896,5,65,70,Terlalu Lembab
421,2011-01-19,Spring,2011,Jan,13,0,Wednesday,Clear,0.4,0.4091,62.0,0.2836,11,67,78,Ideal
422,2011-01-19,Spring,2011,Jan,14,0,Wednesday,Clear,0.4,0.4091,57.99999999999999,0.2537,7,68,75,Ideal
423,2011-01-19,Spring,2011,Jan,15,0,Wednesday,Clear,0.4,0.4091,54.0,0.2836,4,78,82,Ideal
424,2011-01-19,Spring,2011,Jan,16,0,Wednesday,Clear,0.38,0.3939,57.99999999999999,0.3881,10,94,104,Ideal
425,2011-01-19,Spring,2011,Jan,17,0,Wednesday,Clear,0.36,0.3333,56.99999999999999,0.3284,7,190,197,Ideal
426,2011-01-19,Spring,2011,Jan,18,0,Wednesday,Clear,0.34,0.3182,61.0,0.2836,5,156,161,Ideal
427,2011-01-19,Spring,2011,Jan,19,0,Wednesday,Clear,0.32,0.2879,56.99999999999999,0.4179,4,108,112,Ideal
428,2011-01-19,Spring,2011,Jan,20,0,Wednesday,Clear,0.32,0.303,49.0,0.2985,2,74,76,Ideal
429,2011-01-19,Spring,2011,Jan,21,0,Wednesday,Clear,0.32,0.2879,49.0,0.4179,4,55,59,Ideal
430,2011-01-19,Spring,2011,Jan,22,0,Wednesday,Clear,0.3,0.303,52.0,0.1642,6,53,59,Ideal
